printing solutions in: ./dogs-color/insts/cgshop22/sqrp72075.instance.json.solution.json
printing perfs in: ./dogs-color/insts/cgshop22/sqrp72075.instance.json.perf.json

CGSHOP Instance: compute neighbors...
computing neighbors (0 / 72075)...
computing neighbors (1000 / 72075)...
computing neighbors (2000 / 72075)...
computing neighbors (3000 / 72075)...
computing neighbors (4000 / 72075)...
computing neighbors (5000 / 72075)...
computing neighbors (6000 / 72075)...
computing neighbors (7000 / 72075)...
computing neighbors (8000 / 72075)...
computing neighbors (9000 / 72075)...
computing neighbors (10000 / 72075)...
computing neighbors (11000 / 72075)...
computing neighbors (12000 / 72075)...
computing neighbors (13000 / 72075)...
computing neighbors (14000 / 72075)...
computing neighbors (15000 / 72075)...
computing neighbors (16000 / 72075)...
computing neighbors (17000 / 72075)...
computing neighbors (18000 / 72075)...
computing neighbors (19000 / 72075)...
computing neighbors (20000 / 72075)...
computing neighbors (21000 / 72075)...
computing neighbors (22000 / 72075)...
computing neighbors (23000 / 72075)...
computing neighbors (24000 / 72075)...
computing neighbors (25000 / 72075)...
computing neighbors (26000 / 72075)...
computing neighbors (27000 / 72075)...
computing neighbors (28000 / 72075)...
computing neighbors (29000 / 72075)...
computing neighbors (30000 / 72075)...
computing neighbors (31000 / 72075)...
computing neighbors (32000 / 72075)...
computing neighbors (33000 / 72075)...
computing neighbors (34000 / 72075)...
computing neighbors (35000 / 72075)...
computing neighbors (36000 / 72075)...
computing neighbors (37000 / 72075)...
computing neighbors (38000 / 72075)...
computing neighbors (39000 / 72075)...
computing neighbors (40000 / 72075)...
computing neighbors (41000 / 72075)...
computing neighbors (42000 / 72075)...
computing neighbors (43000 / 72075)...
computing neighbors (44000 / 72075)...
computing neighbors (45000 / 72075)...
computing neighbors (46000 / 72075)...
computing neighbors (47000 / 72075)...
computing neighbors (48000 / 72075)...
computing neighbors (49000 / 72075)...
computing neighbors (50000 / 72075)...
computing neighbors (51000 / 72075)...
computing neighbors (52000 / 72075)...
computing neighbors (53000 / 72075)...
computing neighbors (54000 / 72075)...
computing neighbors (55000 / 72075)...
computing neighbors (56000 / 72075)...
computing neighbors (57000 / 72075)...
computing neighbors (58000 / 72075)...
computing neighbors (59000 / 72075)...
computing neighbors (60000 / 72075)...
computing neighbors (61000 / 72075)...
computing neighbors (62000 / 72075)...
computing neighbors (63000 / 72075)...
computing neighbors (64000 / 72075)...
computing neighbors (65000 / 72075)...
computing neighbors (66000 / 72075)...
computing neighbors (67000 / 72075)...
computing neighbors (68000 / 72075)...
computing neighbors (69000 / 72075)...
computing neighbors (70000 / 72075)...
computing neighbors (71000 / 72075)...
computing neighbors (72000 / 72075)...
722        vertices
72075      segments
13538      dominations
=======================
CGSHOP Instance: compute neighbors...
computing neighbors (0 / 72075)...
computing neighbors (1000 / 72075)...
computing neighbors (2000 / 72075)...
computing neighbors (3000 / 72075)...
computing neighbors (4000 / 72075)...
computing neighbors (5000 / 72075)...
computing neighbors (6000 / 72075)...
computing neighbors (7000 / 72075)...
computing neighbors (8000 / 72075)...
computing neighbors (9000 / 72075)...
computing neighbors (10000 / 72075)...
computing neighbors (11000 / 72075)...
computing neighbors (12000 / 72075)...
computing neighbors (13000 / 72075)...
computing neighbors (14000 / 72075)...
computing neighbors (15000 / 72075)...
computing neighbors (16000 / 72075)...
computing neighbors (17000 / 72075)...
computing neighbors (18000 / 72075)...
computing neighbors (19000 / 72075)...
computing neighbors (20000 / 72075)...
computing neighbors (21000 / 72075)...
computing neighbors (22000 / 72075)...
computing neighbors (23000 / 72075)...
computing neighbors (24000 / 72075)...
computing neighbors (25000 / 72075)...
computing neighbors (26000 / 72075)...
computing neighbors (27000 / 72075)...
computing neighbors (28000 / 72075)...
computing neighbors (29000 / 72075)...
computing neighbors (30000 / 72075)...
computing neighbors (31000 / 72075)...
computing neighbors (32000 / 72075)...
computing neighbors (33000 / 72075)...
computing neighbors (34000 / 72075)...
computing neighbors (35000 / 72075)...
computing neighbors (36000 / 72075)...
computing neighbors (37000 / 72075)...
computing neighbors (38000 / 72075)...
computing neighbors (39000 / 72075)...
computing neighbors (40000 / 72075)...
computing neighbors (41000 / 72075)...
computing neighbors (42000 / 72075)...
computing neighbors (43000 / 72075)...
computing neighbors (44000 / 72075)...
computing neighbors (45000 / 72075)...
computing neighbors (46000 / 72075)...
computing neighbors (47000 / 72075)...
computing neighbors (48000 / 72075)...
computing neighbors (49000 / 72075)...
computing neighbors (50000 / 72075)...
computing neighbors (51000 / 72075)...
computing neighbors (52000 / 72075)...
computing neighbors (53000 / 72075)...
computing neighbors (54000 / 72075)...
computing neighbors (55000 / 72075)...
computing neighbors (56000 / 72075)...
computing neighbors (57000 / 72075)...
computing neighbors (58000 / 72075)...
computing neighbors (59000 / 72075)...
computing neighbors (60000 / 72075)...
computing neighbors (61000 / 72075)...
computing neighbors (62000 / 72075)...
computing neighbors (63000 / 72075)...
computing neighbors (64000 / 72075)...
computing neighbors (65000 / 72075)...
computing neighbors (66000 / 72075)...
computing neighbors (67000 / 72075)...
computing neighbors (68000 / 72075)...
computing neighbors (69000 / 72075)...
computing neighbors (70000 / 72075)...
computing neighbors (71000 / 72075)...
computing neighbors (72000 / 72075)...
colored 1000 / 72075...
colored 2000 / 72075...
colored 3000 / 72075...
colored 4000 / 72075...
colored 5000 / 72075...
colored 6000 / 72075...
colored 7000 / 72075...
colored 8000 / 72075...
colored 9000 / 72075...
colored 10000 / 72075...
colored 11000 / 72075...
colored 12000 / 72075...
colored 13000 / 72075...
colored 14000 / 72075...
colored 15000 / 72075...
colored 16000 / 72075...
colored 17000 / 72075...
colored 18000 / 72075...
colored 19000 / 72075...
colored 20000 / 72075...
colored 21000 / 72075...
colored 22000 / 72075...
colored 23000 / 72075...
colored 24000 / 72075...
colored 25000 / 72075...
colored 26000 / 72075...
colored 27000 / 72075...
colored 28000 / 72075...
colored 29000 / 72075...
colored 30000 / 72075...
colored 31000 / 72075...
colored 32000 / 72075...
colored 33000 / 72075...
colored 34000 / 72075...
colored 35000 / 72075...
colored 36000 / 72075...
colored 37000 / 72075...
colored 38000 / 72075...
colored 39000 / 72075...
colored 40000 / 72075...
colored 41000 / 72075...
colored 42000 / 72075...
colored 43000 / 72075...
colored 44000 / 72075...
colored 45000 / 72075...
colored 46000 / 72075...
colored 47000 / 72075...
colored 48000 / 72075...
colored 49000 / 72075...
colored 50000 / 72075...
colored 51000 / 72075...
colored 52000 / 72075...
colored 53000 / 72075...
colored 54000 / 72075...
colored 55000 / 72075...
colored 56000 / 72075...
colored 57000 / 72075...
colored 58000 / 72075...
colored 59000 / 72075...
colored 60000 / 72075...
colored 61000 / 72075...
colored 62000 / 72075...
colored 63000 / 72075...
colored 64000 / 72075...
colored 65000 / 72075...
colored 66000 / 72075...
colored 67000 / 72075...
colored 68000 / 72075...
colored 69000 / 72075...
colored 70000 / 72075...
colored 71000 / 72075...
colored 72000 / 72075...
greedy found 286 colors in 270.013 seconds
 time (s)      nb nodes       objective      
---------------------------------------------
  32.174                      286            
  38.602       2.0 M          285            
  43.966       3.2 M          284            
  68.552       3.8 M          283            
  123.794      4.3 M          282            
  204.922      4.6 M          281            
  334.336      4.8 M          280            
  500.853      4.9 M          279            
  669.040      5.0 M          278            
  1372.114     5.2 M          277            
  1888.605     5.4 M          276            
  4060.626     5.9 M          275            
  6304.211     6.5 M          274            
  30493.141    12.7 M         273            
  53205.922    18.1 M         272            
